plannin_area,subzone,age_group,sex,count
choa chu kang,keat hong,15-19,f,670
choa chu kang,peng siang,15-19,f,1190
choa chu kang,teck whye,15-19,f,940
choa chu kang,yew tee,15-19,f,1620
clementi,clementi central,15-19,f,310
clementi,clementi north,15-19,f,650
clementi,clementi west,15-19,f,440
clementi,clementi woods,15-19,f,430
clementi,faber,15-19,f,150
clementi,sunset way,15-19,f,180
clementi,west coast,15-19,f,160
downtown core,bugis,15-19,f,40
downtown core,central subzone,15-19,f,10
downtown core,tanjong pagar,15-19,f,10
geylang,aljunied,15-19,f,1060
geylang,geylang east,15-19,f,870
geylang,kampong ubi,15-19,f,380
geylang,macpherson,15-19,f,790
hougang,hougang central,15-19,f,160
hougang,hougang east,15-19,f,690
hougang,hougang west,15-19,f,1510
hougang,kangkar,15-19,f,760
hougang,kovan,15-19,f,850
hougang,lorong ah soo,15-19,f,1030
hougang,tai seng,15-19,f,500
hougang,trafalgar,15-19,f,1480
jurong east,lakeside,15-19,f,20
jurong east,teban gardens,15-19,f,510
jurong east,toh guan,15-19,f,510
jurong east,yuhua east,15-19,f,750
jurong east,yuhua west,15-19,f,630
jurong west,boon lay place,15-19,f,960
jurong west,hong kah,15-19,f,1740
jurong west,jurong west central,15-19,f,1910
jurong west,taman jurong,15-19,f,1310
jurong west,wenya,15-19,f,180
jurong west,yunnan,15-19,f,2730
kallang,bendemeer,15-19,f,750
kallang,boon keng,15-19,f,250
kallang,crawford,15-19,f,190
kallang,geylang bahru,15-19,f,320
kallang,kampong bugis,15-19,f,20
kallang,kampong java,15-19,f,270
kallang,lavender,15-19,f,200
kallang,tanjong rhu,15-19,f,330
mandai,mandai estate,15-19,f,90
marine parade,katong,15-19,f,270
marine parade,marine parade,15-19,f,760
marine parade,mountbatten,15-19,f,310
museum,fort canning,15-19,f,10
newton,cairnhill,15-19,f,80
newton,goodwood park,15-19,f,20
newton,monk's hill,15-19,f,30
newton,newton circus,15-19,f,10
newton,orange grove,15-19,f,50
novena,balestier,15-19,f,810
novena,dunearn,15-19,f,160
novena,malcolm,15-19,f,70
novena,moulmein,15-19,f,200
novena,mount pleasant,15-19,f,30
orchard,boulevard,15-19,f,10
orchard,tanglin,15-19,f,10
outram,china square,15-19,f,20
outram,chinatown,15-19,f,170
outram,pearl's hill,15-19,f,160
pasir ris,flora drive,15-19,f,490
pasir ris,loyang east,15-19,f,80
pasir ris,pasir ris central,15-19,f,1020
pasir ris,pasir ris drive,15-19,f,2570
pasir ris,pasir ris park,15-19,f,110
pasir ris,pasir ris west,15-19,f,1730
punggol,matilda,15-19,f,470
punggol,northshore,15-19,f,10
punggol,punggol field,15-19,f,1120
punggol,punggol town centre,15-19,f,80
punggol,waterway east,15-19,f,440
queenstown,commonwealth,15-19,f,180
queenstown,dover,15-19,f,360
queenstown,ghim moh,15-19,f,280
queenstown,holland drive,15-19,f,320
queenstown,kent ridge,15-19,f,20
queenstown,margaret drive,15-19,f,230
queenstown,mei chin,15-19,f,490
queenstown,one north,15-19,f,20
queenstown,pasir panjang 1,15-19,f,110
queenstown,pasir panjang 2,15-19,f,120
queenstown,queensway,15-19,f,10
queenstown,tanglin halt,15-19,f,250
river valley,institution hill,15-19,f,80
river valley,leonie hill,15-19,f,70
river valley,one tree hill,15-19,f,60
river valley,oxley,15-19,f,20
rochor,bencoolen,15-19,f,40
rochor,farrer park,15-19,f,70
rochor,little india,15-19,f,70
rochor,mount emily,15-19,f,20
rochor,sungei road,15-19,f,60
rochor,victoria,15-19,f,30
seletar,seletar,15-19,f,10
sembawang,admiralty,15-19,f,370
sembawang,sembawang central,15-19,f,960
sembawang,sembawang north,15-19,f,770
sembawang,sembawang springs,15-19,f,170
sembawang,sembawang straits,15-19,f,50
sengkang,anchorvale,15-19,f,920
sengkang,compassvale,15-19,f,280
sengkang,fernvale,15-19,f,630
sengkang,rivervale,15-19,f,2080
sengkang,sengkang town centre,15-19,f,1820
serangoon,lorong chuan,15-19,f,340
serangoon,seletar hills,15-19,f,470
serangoon,serangoon central,15-19,f,690
serangoon,serangoon garden,15-19,f,1130
serangoon,serangoon north,15-19,f,620
serangoon,upper paya lebar,15-19,f,410
singapore river,robertson quay,15-19,f,50
southern islands,sentosa,15-19,f,60
sungei kadut,turf club,15-19,f,30
tampines,simei,15-19,f,1410
tampines,tampines east,15-19,f,4690
tampines,tampines west,15-19,f,2610
tampines,xilin,15-19,f,80
tanglin,chatsworth,15-19,f,160
tanglin,nassim,15-19,f,270
tanglin,ridout,15-19,f,40
tanglin,tyersall,15-19,f,110
toa payoh,boon teck,15-19,f,380
toa payoh,braddell,15-19,f,300
toa payoh,joo seng,15-19,f,160
toa payoh,kim keat,15-19,f,220
toa payoh,lorong 8 toa payoh,15-19,f,230
toa payoh,pei chun,15-19,f,290
toa payoh,potong pasir,15-19,f,240
toa payoh,sennett,15-19,f,130
toa payoh,toa payoh central,15-19,f,850
toa payoh,toa payoh west,15-19,f,310
toa payoh,woodleigh,15-19,f,70
western water catchment,western water catchment,15-19,f,20
woodlands,midview,15-19,f,1730
woodlands,north coast,15-19,f,490
woodlands,woodgrove,15-19,f,1700
woodlands,woodlands east,15-19,f,3770
woodlands,woodlands south,15-19,f,1370
woodlands,woodlands west,15-19,f,1140
yishun,khatib,15-19,f,310
yishun,lower seletar,15-19,f,90
yishun,nee soon,15-19,f,30
yishun,northland,15-19,f,960
yishun,springleaf,15-19,f,120
yishun,yishun central,15-19,f,50
yishun,yishun east,15-19,f,1500
yishun,yishun south,15-19,f,1130
yishun,yishun west,15-19,f,1720
ang mo kio,ang mo kio town centre,20-24,f,130
ang mo kio,cheng san,20-24,f,800
ang mo kio,chong boon,20-24,f,750
ang mo kio,kebun bahru,20-24,f,700
ang mo kio,sembawang hills,20-24,f,280
ang mo kio,shangri-la,20-24,f,550
ang mo kio,tagore,20-24,f,360
ang mo kio,townsville,20-24,f,610
ang mo kio,yio chu kang east,20-24,f,160
ang mo kio,yio chu kang west,20-24,f,840
bedok,bayshore,20-24,f,170
bedok,bedok north,20-24,f,2900
bedok,bedok reservoir,20-24,f,740
bedok,bedok south,20-24,f,1640
bedok,frankel,20-24,f,990
bedok,kaki bukit,20-24,f,1630
bedok,kembangan,20-24,f,1280
bedok,siglap,20-24,f,280
bishan,bishan east,20-24,f,1010
bishan,marymount,20-24,f,1220
bishan,upper thomson,20-24,f,1050
bukit batok,bukit batok central,20-24,f,890
bukit batok,bukit batok east,20-24,f,480
bukit batok,bukit batok south,20-24,f,600
bukit batok,bukit batok west,20-24,f,500
bukit batok,gombak,20-24,f,270
bukit batok,guilin,20-24,f,440
bukit batok,hillview,20-24,f,770
bukit batok,hong kah north,20-24,f,1080
bukit merah,alexandra hill,20-24,f,470
bukit merah,alexandra north,20-24,f,20
bukit merah,bukit ho swee,20-24,f,400
bukit merah,bukit merah,20-24,f,30
bukit merah,depot road,20-24,f,120
bukit merah,everton park,20-24,f,200
bukit merah,henderson hill,20-24,f,350
bukit merah,kampong tiong bahru,20-24,f,270
bukit merah,maritime square,20-24,f,50
bukit merah,redhill,20-24,f,310
bukit merah,telok blangah drive,20-24,f,380
bukit merah,telok blangah rise,20-24,f,400
bukit merah,telok blangah way,20-24,f,260
bukit merah,tiong bahru,20-24,f,220
bukit merah,tiong bahru station,20-24,f,400
bukit panjang,bangkit,20-24,f,970
bukit panjang,dairy farm,20-24,f,200
bukit panjang,fajar,20-24,f,1010
bukit panjang,jelebu,20-24,f,1310
bukit panjang,nature reserve,20-24,f,150
bukit panjang,saujana,20-24,f,870
bukit panjang,senja,20-24,f,540
bukit timah,anak bukit,20-24,f,910
bukit timah,coronation road,20-24,f,190
bukit timah,farrer court,20-24,f,110
bukit timah,hillcrest,20-24,f,280
bukit timah,holland road,20-24,f,390
bukit timah,leedon park,20-24,f,210
bukit timah,swiss club,20-24,f,210
bukit timah,ulu pandan,20-24,f,360
changi,changi point,20-24,f,20
changi,changi west,20-24,f,50
choa chu kang,choa chu kang central,20-24,f,970
choa chu kang,choa chu kang north,20-24,f,1610
choa chu kang,keat hong,20-24,f,750
choa chu kang,peng siang,20-24,f,1360
choa chu kang,teck whye,20-24,f,1210
choa chu kang,yew tee,20-24,f,1530
clementi,clementi central,20-24,f,340
clementi,clementi north,20-24,f,680
clementi,clementi west,20-24,f,460
clementi,clementi woods,20-24,f,450
clementi,faber,20-24,f,140
clementi,sunset way,20-24,f,210
clementi,west coast,20-24,f,160
downtown core,bugis,20-24,f,50
downtown core,central subzone,20-24,f,10
downtown core,tanjong pagar,20-24,f,10
geylang,aljunied,20-24,f,1220
geylang,geylang east,20-24,f,1030
geylang,kampong ubi,20-24,f,550
geylang,macpherson,20-24,f,910
hougang,hougang central,20-24,f,180
hougang,hougang east,20-24,f,910
hougang,hougang west,20-24,f,2030
hougang,kangkar,20-24,f,860
hougang,kovan,20-24,f,1000
hougang,lorong ah soo,20-24,f,1140
hougang,tai seng,20-24,f,550
hougang,trafalgar,20-24,f,1570
jurong east,lakeside,20-24,f,30
jurong east,teban gardens,20-24,f,570
jurong east,toh guan,20-24,f,600
jurong east,yuhua east,20-24,f,860
jurong east,yuhua west,20-24,f,710
jurong west,boon lay place,20-24,f,1010
jurong west,hong kah,20-24,f,1900
jurong west,jurong west central,20-24,f,1860
jurong west,taman jurong,20-24,f,1330
jurong west,wenya,20-24,f,170
jurong west,yunnan,20-24,f,3060
kallang,bendemeer,20-24,f,810
kallang,boon keng,20-24,f,330
kallang,crawford,20-24,f,240
kallang,geylang bahru,20-24,f,310
kallang,kampong bugis,20-24,f,30
kallang,kampong java,20-24,f,290
kallang,lavender,20-24,f,270
kallang,tanjong rhu,20-24,f,300
mandai,mandai estate,20-24,f,90
marine parade,katong,20-24,f,300
marine parade,marine parade,20-24,f,760
marine parade,mountbatten,20-24,f,340
museum,dhoby ghaut,20-24,f,10
newton,cairnhill,20-24,f,110
newton,goodwood park,20-24,f,30
newton,monk's hill,20-24,f,20
newton,newton circus,20-24,f,10
newton,orange grove,20-24,f,50
novena,balestier,20-24,f,870
novena,dunearn,20-24,f,140
novena,malcolm,20-24,f,100
novena,moulmein,20-24,f,190
novena,mount pleasant,20-24,f,30
orchard,boulevard,20-24,f,10
orchard,tanglin,20-24,f,10
outram,china square,20-24,f,30
outram,chinatown,20-24,f,200
outram,pearl's hill,20-24,f,180
outram,people's park,20-24,f,10
pasir ris,flora drive,20-24,f,500
pasir ris,loyang east,20-24,f,90
pasir ris,pasir ris central,20-24,f,1130
pasir ris,pasir ris drive,20-24,f,3060
pasir ris,pasir ris park,20-24,f,100
pasir ris,pasir ris west,20-24,f,1640
punggol,matilda,20-24,f,490
punggol,northshore,20-24,f,10
punggol,punggol field,20-24,f,980
punggol,punggol town centre,20-24,f,80
punggol,waterway east,20-24,f,440
queenstown,commonwealth,20-24,f,180
queenstown,dover,20-24,f,410
queenstown,ghim moh,20-24,f,330
queenstown,holland drive,20-24,f,300
queenstown,kent ridge,20-24,f,40
queenstown,margaret drive,20-24,f,210
queenstown,mei chin,20-24,f,540
queenstown,national university of s'pore,20-24,f,160
queenstown,one north,20-24,f,20
queenstown,pasir panjang 1,20-24,f,130
queenstown,pasir panjang 2,20-24,f,120
queenstown,port,20-24,f,10
queenstown,queensway,20-24,f,10
queenstown,singapore polytechnic,20-24,f,10
queenstown,tanglin halt,20-24,f,290
river valley,institution hill,20-24,f,100
river valley,leonie hill,20-24,f,80
river valley,one tree hill,20-24,f,60
river valley,oxley,20-24,f,50
rochor,bencoolen,20-24,f,50
rochor,farrer park,20-24,f,70
rochor,little india,20-24,f,110
rochor,mount emily,20-24,f,20
rochor,selegie,20-24,f,10
rochor,sungei road,20-24,f,70
rochor,victoria,20-24,f,50
seletar,seletar,20-24,f,10
sembawang,admiralty,20-24,f,340
sembawang,sembawang central,20-24,f,930
sembawang,sembawang north,20-24,f,710
sembawang,sembawang springs,20-24,f,140
sembawang,sembawang straits,20-24,f,70
sengkang,anchorvale,20-24,f,820
sengkang,compassvale,20-24,f,300
sengkang,fernvale,20-24,f,680
sengkang,rivervale,20-24,f,1900
sengkang,sengkang town centre,20-24,f,1720
serangoon,lorong chuan,20-24,f,340
serangoon,seletar hills,20-24,f,520
serangoon,serangoon central,20-24,f,910
serangoon,serangoon garden,20-24,f,1400
serangoon,serangoon north,20-24,f,720
serangoon,upper paya lebar,20-24,f,610
singapore river,robertson quay,20-24,f,50
southern islands,sentosa,20-24,f,50
sungei kadut,turf club,20-24,f,20
tampines,simei,20-24,f,1640
tampines,tampines east,20-24,f,5670
tampines,tampines west,20-24,f,3010
tampines,xilin,20-24,f,90
tanglin,chatsworth,20-24,f,130
tanglin,nassim,20-24,f,240
tanglin,ridout,20-24,f,50
tanglin,tyersall,20-24,f,110
toa payoh,boon teck,20-24,f,480
toa payoh,braddell,20-24,f,340
toa payoh,joo seng,20-24,f,200
toa payoh,kim keat,20-24,f,280
toa payoh,lorong 8 toa payoh,20-24,f,270
toa payoh,pei chun,20-24,f,300
toa payoh,potong pasir,20-24,f,340
toa payoh,sennett,20-24,f,180
toa payoh,toa payoh central,20-24,f,850
toa payoh,toa payoh west,20-24,f,330
toa payoh,woodleigh,20-24,f,80
western water catchment,western water catchment,20-24,f,110
woodlands,midview,20-24,f,1600
woodlands,north coast,20-24,f,590
woodlands,woodgrove,20-24,f,1660
woodlands,woodlands east,20-24,f,3340
woodlands,woodlands south,20-24,f,1110
woodlands,woodlands west,20-24,f,1440
yishun,khatib,20-24,f,470
yishun,lower seletar,20-24,f,90
yishun,nee soon,20-24,f,30
yishun,northland,20-24,f,1170
yishun,springleaf,20-24,f,180
yishun,yishun central,20-24,f,70
yishun,yishun east,20-24,f,1790
yishun,yishun south,20-24,f,1540
yishun,yishun west,20-24,f,1920
ang mo kio,ang mo kio town centre,25-29,f,170
ang mo kio,cheng san,25-29,f,970
ang mo kio,chong boon,25-29,f,930
ang mo kio,kebun bahru,25-29,f,790
ang mo kio,sembawang hills,25-29,f,220
ang mo kio,shangri-la,25-29,f,600
ang mo kio,tagore,25-29,f,310
ang mo kio,townsville,25-29,f,780
ang mo kio,yio chu kang east,25-29,f,140
ang mo kio,yio chu kang west,25-29,f,900
bedok,bayshore,25-29,f,170
bedok,bedok north,25-29,f,2770
bedok,bedok reservoir,25-29,f,950
bedok,bedok south,25-29,f,1750
bedok,frankel,25-29,f,1030
bedok,kaki bukit,25-29,f,1670
bedok,kembangan,25-29,f,1440
bedok,siglap,25-29,f,210
bishan,bishan east,25-29,f,1190
bishan,marymount,25-29,f,1070
bishan,upper thomson,25-29,f,990
bukit batok,bukit batok central,25-29,f,1070
bukit batok,bukit batok east,25-29,f,570
bukit batok,bukit batok south,25-29,f,550
bukit batok,bukit batok west,25-29,f,570
bukit batok,gombak,25-29,f,310
bukit batok,guilin,25-29,f,460
bukit batok,hillview,25-29,f,560
bukit batok,hong kah north,25-29,f,1150
bukit merah,alexandra hill,25-29,f,510
bukit merah,alexandra north,25-29,f,30
bukit merah,bukit ho swee,25-29,f,540
bukit merah,bukit merah,25-29,f,50
bukit merah,depot road,25-29,f,130
bukit merah,everton park,25-29,f,310
bukit merah,henderson hill,25-29,f,410
bukit merah,kampong tiong bahru,25-29,f,300
bukit merah,maritime square,25-29,f,70
bukit merah,redhill,25-29,f,360
bukit merah,telok blangah drive,25-29,f,480
bukit merah,telok blangah rise,25-29,f,420
bukit merah,telok blangah way,25-29,f,270
bukit merah,tiong bahru,25-29,f,420
bukit merah,tiong bahru station,25-29,f,520
bukit panjang,bangkit,25-29,f,930
bukit panjang,dairy farm,25-29,f,210
bukit panjang,fajar,25-29,f,1120
bukit panjang,jelebu,25-29,f,1260
bukit panjang,nature reserve,25-29,f,130
bukit panjang,saujana,25-29,f,1200
bukit panjang,senja,25-29,f,760
bukit timah,anak bukit,25-29,f,810
bukit timah,coronation road,25-29,f,190
bukit timah,farrer court,25-29,f,120
bukit timah,hillcrest,25-29,f,230
bukit timah,holland road,25-29,f,300
bukit timah,leedon park,25-29,f,180
bukit timah,swiss club,25-29,f,180
bukit timah,ulu pandan,25-29,f,330
changi,changi point,25-29,f,20
changi,changi west,25-29,f,40
choa chu kang,choa chu kang central,25-29,f,770
choa chu kang,choa chu kang north,25-29,f,1070
choa chu kang,keat hong,25-29,f,520
choa chu kang,peng siang,25-29,f,1210
choa chu kang,teck whye,25-29,f,970
choa chu kang,yew tee,25-29,f,1330
clementi,clementi central,25-29,f,430
clementi,clementi north,25-29,f,990
clementi,clementi west,25-29,f,480
clementi,clementi woods,25-29,f,630
clementi,faber,25-29,f,140
clementi,sunset way,25-29,f,240
clementi,west coast,25-29,f,130
downtown core,bugis,25-29,f,70
downtown core,central subzone,25-29,f,20
downtown core,tanjong pagar,25-29,f,20
geylang,aljunied,25-29,f,1440
geylang,geylang east,25-29,f,1130
geylang,kampong ubi,25-29,f,590
geylang,macpherson,25-29,f,880
hougang,hougang central,25-29,f,170
hougang,hougang east,25-29,f,1050
hougang,hougang west,25-29,f,2080
hougang,kangkar,25-29,f,940
hougang,kovan,25-29,f,980
hougang,lorong ah soo,25-29,f,1160
hougang,tai seng,25-29,f,520
hougang,trafalgar,25-29,f,1400
jurong east,lakeside,25-29,f,50
jurong east,teban gardens,25-29,f,670
jurong east,toh guan,25-29,f,680
jurong east,yuhua east,25-29,f,1070
jurong east,yuhua west,25-29,f,810
jurong west,boon lay place,25-29,f,1250
jurong west,hong kah,25-29,f,2150
jurong west,jurong west central,25-29,f,2450
jurong west,taman jurong,25-29,f,1340
jurong west,wenya,25-29,f,290
jurong west,yunnan,25-29,f,2620
kallang,bendemeer,25-29,f,1170
kallang,boon keng,25-29,f,330
kallang,crawford,25-29,f,220
kallang,geylang bahru,25-29,f,390
kallang,kampong bugis,25-29,f,40
kallang,kampong java,25-29,f,350
kallang,lavender,25-29,f,330
kallang,tanjong rhu,25-29,f,330
mandai,mandai estate,25-29,f,70
marine parade,katong,25-29,f,280
marine parade,marine parade,25-29,f,770
marine parade,mountbatten,25-29,f,320
museum,dhoby ghaut,25-29,f,10
newton,cairnhill,25-29,f,110
newton,goodwood park,25-29,f,30
newton,monk's hill,25-29,f,30
newton,orange grove,25-29,f,50
novena,balestier,25-29,f,970
novena,dunearn,25-29,f,100
novena,malcolm,25-29,f,80
novena,moulmein,25-29,f,240
novena,mount pleasant,25-29,f,20
orchard,boulevard,25-29,f,10
orchard,somerset,25-29,f,10
orchard,tanglin,25-29,f,10
outram,china square,25-29,f,40
outram,chinatown,25-29,f,290
outram,pearl's hill,25-29,f,250
outram,people's park,25-29,f,20
pasir ris,flora drive,25-29,f,360
pasir ris,loyang east,25-29,f,70
pasir ris,pasir ris central,25-29,f,1020
pasir ris,pasir ris drive,25-29,f,1970
pasir ris,pasir ris park,25-29,f,80
pasir ris,pasir ris west,25-29,f,1000
punggol,matilda,25-29,f,1500
punggol,northshore,25-29,f,10
punggol,punggol field,25-29,f,1110
punggol,punggol town centre,25-29,f,360
punggol,waterway east,25-29,f,1080
queenstown,commonwealth,25-29,f,250
queenstown,dover,25-29,f,420
queenstown,ghim moh,25-29,f,410
queenstown,holland drive,25-29,f,420
queenstown,kent ridge,25-29,f,60
queenstown,margaret drive,25-29,f,390
queenstown,mei chin,25-29,f,580
queenstown,national university of s'pore,25-29,f,50
queenstown,one north,25-29,f,20
queenstown,pasir panjang 1,25-29,f,140
queenstown,pasir panjang 2,25-29,f,140
queenstown,port,25-29,f,10
queenstown,queensway,25-29,f,10
queenstown,singapore polytechnic,25-29,f,10
queenstown,tanglin halt,25-29,f,430
river valley,institution hill,25-29,f,110
river valley,leonie hill,25-29,f,70
river valley,one tree hill,25-29,f,50
river valley,oxley,25-29,f,50
rochor,bencoolen,25-29,f,40
rochor,farrer park,25-29,f,100
rochor,kampong glam,25-29,f,10
rochor,little india,25-29,f,110
rochor,mount emily,25-29,f,40
rochor,selegie,25-29,f,10
rochor,sungei road,25-29,f,80
rochor,victoria,25-29,f,60
sembawang,admiralty,25-29,f,580
sembawang,sembawang central,25-29,f,970
sembawang,sembawang north,25-29,f,890
sembawang,sembawang springs,25-29,f,120
sembawang,sembawang straits,25-29,f,50
sengkang,anchorvale,25-29,f,1700
sengkang,compassvale,25-29,f,680
sengkang,fernvale,25-29,f,1660
sengkang,rivervale,25-29,f,2080
sengkang,sengkang town centre,25-29,f,1740
serangoon,lorong chuan,25-29,f,270
serangoon,seletar hills,25-29,f,470
serangoon,serangoon central,25-29,f,1120
serangoon,serangoon garden,25-29,f,1410
serangoon,serangoon north,25-29,f,610
serangoon,upper paya lebar,25-29,f,620
singapore river,robertson quay,25-29,f,50
southern islands,sentosa,25-29,f,40
sungei kadut,turf club,25-29,f,20
tampines,simei,25-29,f,1480
tampines,tampines east,25-29,f,5460
tampines,tampines west,25-29,f,3120
tampines,xilin,25-29,f,50
tanglin,chatsworth,25-29,f,150
tanglin,nassim,25-29,f,200
tanglin,ridout,25-29,f,40
tanglin,tyersall,25-29,f,110
toa payoh,boon teck,25-29,f,460
toa payoh,braddell,25-29,f,360
toa payoh,joo seng,25-29,f,210
toa payoh,kim keat,25-29,f,340
toa payoh,lorong 8 toa payoh,25-29,f,240
toa payoh,pei chun,25-29,f,330
toa payoh,potong pasir,25-29,f,460
toa payoh,sennett,25-29,f,150
toa payoh,toa payoh central,25-29,f,940
toa payoh,toa payoh west,25-29,f,400
toa payoh,woodleigh,25-29,f,90
western water catchment,western water catchment,25-29,f,50
woodlands,midview,25-29,f,1310
woodlands,north coast,25-29,f,540
woodlands,woodgrove,25-29,f,1210
woodlands,woodlands east,25-29,f,3440
woodlands,woodlands south,25-29,f,1280
woodlands,woodlands west,25-29,f,1130
yishun,khatib,25-29,f,460
yishun,lower seletar,25-29,f,160
yishun,nee soon,25-29,f,30
yishun,northland,25-29,f,1220
yishun,springleaf,25-29,f,120
yishun,yishun central,25-29,f,60
